title,description,publishedAt,url,category
Max Verstappen reportedly in advanced talks with Mercedes over blockbuster move,Max Verstappen’s future with Red Bull is under scrutiny with reports that talks about a move to Mercedes have intensified,2025-07-02T17:12:05Z,https://www.theguardian.com/sport/2025/jul/02/max-verstappen-reportedly-in-talks-with-mercedes-over-move,sports
"Wimbledon diary: England managers, SUVs and Jack Draper’s facial hair",Those hoping for Roy Hodgson and Thomas Tuchel to lead a sing-along from the royal box were sorely disappointed,2025-07-02T17:00:06Z,https://www.theguardian.com/sport/2025/jul/02/wimbledon-diary-england-managers-suvs-and-jack-drapers-facial-hair,sports
NHL stars to return to Olympic ice in 2026 after 12-year absence,"For the first time in more than a decade, the world’s best hockey players will take center stage at the Olympic Games",2025-07-02T16:28:28Z,https://www.theguardian.com/sport/2025/jul/02/nhl-players-olympics-2026-return-milano-cortina,sports
Cameron Norrie battles back from set down to stun 12th seed Frances Tiafoe at Wimbledon,British No 3 Cameron Norrie beats 12th seed Frances Tiafoe 4-6 6-4<br>6-3 7-5 in the second round at Wimbledon,2025-07-02T15:37:41Z,https://www.theguardian.com/sport/2025/jul/02/cameron-norrie-battles-back-set-down-knock-out-12th-seed-frances-tiafoe-wimbledon-tennis,sports
Andy Farrell plays down Lions full-back fears but Daly faces tour-ending injury,Andy Farrell has his ‘fingers crossed’ for Elliot Daly after the utility back suffered a potentially tour-ending injury against the Queensland Reds,2025-07-02T14:34:57Z,https://www.theguardian.com/sport/2025/jul/02/andy-farrell-plays-down-lions-full-back-fears-but-daly-faces-tour-ending-injury,sports
‘It makes water wetter’: How Wimbledon keeps grass green in soaring temperatures,Special soil spray is used to increase amount of water grass can absorb to prevent courts from drying out,2025-07-02T14:12:27Z,https://www.theguardian.com/sport/2025/jul/02/it-makes-water-wetter-how-wimbledon-keeps-grass-green-in-soaring-temperatures,sports
British tennis player Jodie Burrage tells of online abuse after Wimbledon exit,British No 7 says some abuse appears to be from gamblers who have lost money as she calls on companies to ban trolls,2025-07-02T12:14:36Z,https://www.theguardian.com/sport/2025/jul/02/british-tennis-player-jodie-burrage-tells-of-online-abuse-after-wimbledon-exit,sports
Queensland Reds 12-52 British & Irish Lions: rugby union tour match – as it happened,Freeman bags a brace as Lions blow hot and cold in eight-try sweep in Queensland,2025-07-02T12:06:29Z,https://www.theguardian.com/sport/live/2025/jul/02/queensland-reds-v-british-irish-lions-rugby-union-tour-match-live,sports
Daly injury blow takes shine off dominant Lions display against Queensland Reds,The Lions scored eight tries in their 52-12 win over Queensland Reds as they came on strong in the second half,2025-07-02T12:02:54Z,https://www.theguardian.com/sport/2025/jul/02/queensland-reds-british-and-irish-lions-rugby-union-match-report,sports
Tour de France 2025: stage-by-stage guide to this year’s race,"On the 50th anniversary of the first Tour finish on the Champs-Élysées, we could be in for a cliffhanger finish",2025-07-02T11:43:38Z,https://www.theguardian.com/sport/2025/jul/02/tour-de-france-2025-stage-by-stage-guide-to-this-years-race,sports
The Spin | ‘Unlike any cricket ground in the UK’: the London oasis every player should visit,The HAC Cricket Club is rich in history and exemplifies the sport’s ability to endure upheaval and adapt,2025-07-02T11:02:09Z,https://www.theguardian.com/sport/2025/jul/02/hac-cricket-club-london-oasis-cricket-history-the-spin,sports
Popular unicycle performer Red Panda injured at half-time of WNBA game,"Krystal Niu, aka Red Panda, suffered a fall from her unicycle during the WNBA Commissioner’s Cup half-time show, drawing concern from fans and players alike",2025-07-02T09:38:58Z,https://www.theguardian.com/sport/2025/jul/02/red-panda-halftime-injury-wnba-commissioners-cup,sports
Debacle in the desert: will the Athletics’ $1.75bn stadium on the Vegas Strip ever be built?,"It’s been over two years since the A’s were awarded public funding for their new ballpark. But despite last month’s “groundbreaking”, its completion is anything but certain",2025-07-02T09:30:00Z,https://www.theguardian.com/sport/2025/jul/02/athletics-las-vegas-stadium-john-fisher-mlb-debacle,sports
